_id,글램핑 내부시설,기타 부대시설,기타 정보,기타 주변이용가능시설,문의처,바닥형태 (단위:면),사이트 간격,사이트 크기,안전시설현황,예약방법,운영기간,운영일,주변이용가능시설,주소,주요시설,카라반 내부시설,캠프 이름,캠핑장 유형,캠핑장 환경,캠핑장비대여,홈페이지,화로대
8083,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-4668-2463,,,,소화기 (2),온라인실시간예약,"봄,여름,가을,겨울",평일+주말,계곡물놀이,경기양평군서종면화서로246번길22-6,일반야영장(8면),,수입리캠핑장,일반야영장,"산,계곡/민간",,홈페이지바로가기새창으로,개별
8084,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,"소화기 (18)
방화수 (1)
방화사 (1)
화재감지기 (11)",전화,"봄,여름,가을,겨울",평일+주말,"산책로,운동장,낚시,강/물놀이",전남장성군황룡면구대해길3-12,일반야영장(3면) 글램핑시설(10면),,슬로우위켄드(Slowweekend),"일반야영장,글램핑",/민간,화로대,홈페이지바로가기새창으로,개별
8085,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경기연천군신서면동내로980,,,보개산야영장,일반야영장,,,,개별
8086,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,055-867-2021,,,,,,"봄,여름,가을,겨울",평일+주말,,경남남해군창선면연곡로13,,,동창선아트스테이,자동차야영장,/민간,,,개별
8087,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,대구동구팔공로230길103(진인동),,,바람숲야영장,일반야영장,,,,개별
8088,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,041-435-7012,,,,,,"봄,여름,가을,겨울",평일+주말,,충남논산시벌곡면수락로669-54,,,별바라기캠핑펜션,자동차야영장,,,,개별
8089,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,031-531-2007,,,,,,"봄,여름,가을,겨울",평일+주말,,경기포천시영북면산정호수로510-1,,,산정호수돌고래캠핑장,일반야영장,,,,개별
8090,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경기도가평군조종면운악리542-14,,,채움카라반리조트,일반야영장,,,,개별
8091,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,전북완주군상관면죽림편백길143-5,,,숲내음카라반캠핑장,일반야영장,,,,개별
8092,,,개인 트레일러 입장가능           반려동물 동반 소형견만 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),"미륵산 국립박물관,서동공원,구룡마을 대나무숲","063-851-2009,010-9681-6666",파쇄석 (46),,"8 X 8 : 28개
8 X 16 : 18개",,"전화,온라인실시간예약,현장","봄,여름,가을,겨울",평일+주말,"산책로,수영장,농어촌체험시설,어린이놀이시설",전북익산시금마면도천길131-20,,,백제캠핑장,자동차야영장,/민간,,홈페이지바로가기새창으로,개별
8093,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,강원양양군서면구룡령로1103-45,,,갈천힐링캠프,일반야영장,,,,개별
8094,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,강원고성군토성면화원길13,,,쭌카라반캠핑장,"자동차야영장,카라반",,,,개별
8095,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경남거제시사등면덕호해안길147-1,,,포게더카라반지조개발,일반야영장,,,,개별
8096,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경남통영시한산면당금길50-9,,,매물도야영장,일반야영장,,,,개별
8098,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,세종특별자치시연서면기와말1길20,,,블루문오토캠핑,일반야영장,,,,개별
8099,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,대구달성군옥포읍옥포로111길85-6,,,글램핑로망,일반야영장,/민간,,,개별
8100,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,064-792-1461,,,,,,"봄,여름,가을,겨울",평일+주말,,제주특별자치도서귀포시대정읍형제해안로284,,,(주)젠하이더웨이트로컬하이드어웨이,자동차야영장,/민간,,,개별
8101,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,울산동구주전해안길300(주전동),,,주전패밀리캠핑장,일반야영장,/민간,,,개별
8102,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경북고령군쌍림면안림천길19-6,,,안림딸기마을캠핑장,일반야영장,,,홈페이지바로가기새창으로,개별
8103,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경북경주시경감로466-311(천군동),,,텐타우스보문지점,일반야영장,/민간,,,개별
8104,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,강원영월군남면송정길53,,,와룡천캠핑장,자동차야영장,/민간,,,개별
8105,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,인천강화군삼산면삼산북로397-1,,,돌담캠핑&가든,일반야영장,/민간,,홈페이지바로가기새창으로,개별
8106,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,055-650-0544,,,,,,"봄,여름,가을,겨울",평일+주말,,경남통영시발개로172-24(도남동),,,케이블카파크랜드오토캠핑장,자동차야영장,,,,개별
8107,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,충북음성군원남면덕생로167-15,,,네이스트프라이빗음성,일반야영장,/민간,,,개별
8108,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,충북충주시중앙탑면반천안길63,,,호수위의하루,일반야영장,/민간,,홈페이지바로가기새창으로,개별
8109,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,강원화천군사내면돈내미길183-39,,,둥지캠핑장,일반야영장,/민간,,,개별
8110,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,충남태안군안면읍안면대로3356-1,,,안면도스쿨버스캠핑장,일반야영장,/민간,,,개별
8111,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경기가평군조종면명지산로475,,,물의나라캠핑장,일반야영장,/민간,,,개별
8112,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경북포항시북구죽장면죽장로2118-51,,,에코팡팡캠핑장,일반야영장,/민간,,홈페이지바로가기새창으로,개별
8113,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경기연천군미산면청정로918번길121,,,아미캠핑장,자동차야영장,/민간,,,개별
8114,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,전북정읍시칠보면행단1길153,,,일곱식구캠핑장,일반야영장,/민간,,,개별
8115,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,031-958-9558,,,,,,"봄,여름,가을,겨울",평일+주말,,경기파주시적성면윗배우니길441-42,,,산머루농원캠핑장,일반야영장,,,홈페이지바로가기새창으로,개별
8116,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경북경주시산내면장사길46-17,,,산내명수관광농원,일반야영장,/민간,,,개별
8117,,,반려동물 동반 소형견만 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,"소화기 (22)
방화수 (6)
방화사 (1)
화재감지기 (6)",온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로,운동장,낚시",강원횡성군갑천면어답산로135,일반야영장(24면) 개인카라반사이트(12면),,카우보이캠핑장,"일반야영장,자동차야영장",/민간,,홈페이지바로가기새창으로,개별
8118,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,강원평창군봉평면흥정계곡4길171-10,,,평창자연속쉼표캠핑장,일반야영장,/민간,,,개별
8119,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경기가평군가평읍물안산길83,,,브룩스캠핑장,일반야영장,/민간,,,개별
8120,,,반려동물 동반 소형견만 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,파쇄석 (6) 테크 (12),,,소화기 (10),온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로",강원홍천군내면을수길153-6,일반야영장(15면),,물가솔솔캠핑장,일반야영장,숲/민간,,홈페이지바로가기새창으로,개별
